index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,currency_map,Revenue,Transaction_Type
603,536412,22902,"TOTE BAG I LOVE LONDON",7,"12/1/2010 11:49",2.1,17920,"United Kingdom",£,14.700000000000001,Sales
604,536412,21448,"12 DAISY PEGS IN WOOD BOX",2,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,3.3,Sales
605,536412,22902,"TOTE BAG I LOVE LONDON",7,"12/1/2010 11:49",2.1,17920,"United Kingdom",£,14.700000000000001,Sales
606,536412,21710,"FOLDING UMBRELLA PINKWHITE POLKADOT",1,"12/1/2010 11:49",4.95,17920,"United Kingdom",£,4.95,Sales
607,536412,21708,"FOLDING UMBRELLA CREAM POLKADOT",1,"12/1/2010 11:49",4.95,17920,"United Kingdom",£,4.95,Sales
608,536412,21711,"FOLDING UMBRELLA WHITE/RED POLKADOT",1,"12/1/2010 11:49",4.95,17920,"United Kingdom",£,4.95,Sales
609,536412,22179,"SET 10 LIGHTS NIGHT OWL",2,"12/1/2010 11:49",6.75,17920,"United Kingdom",£,13.5,Sales
610,536412,22197,"SMALL POPCORN HOLDER",5,"12/1/2010 11:49",0.85,17920,"United Kingdom",£,4.25,Sales
611,536412,22900," SET 2 TEA TOWELS I LOVE LONDON ",2,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,5.9,Sales
612,536412,21706,"FOLDING UMBRELLA RED/WHITE POLKADOT",1,"12/1/2010 11:49",4.95,17920,"United Kingdom",£,4.95,Sales
613,536412,22468,"BABUSHKA LIGHTS STRING OF 10",2,"12/1/2010 11:49",6.75,17920,"United Kingdom",£,13.5,Sales
614,536412,20725,"LUNCH BAG RED RETROSPOT",1,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,1.65,Sales
615,536412,85184C,"S/4 VALENTINE DECOUPAGE HEART BOX",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
616,536412,21708,"FOLDING UMBRELLA CREAM POLKADOT",1,"12/1/2010 11:49",4.95,17920,"United Kingdom",£,4.95,Sales
617,536412,22900," SET 2 TEA TOWELS I LOVE LONDON ",2,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,5.9,Sales
618,536412,21706,"FOLDING UMBRELLA RED/WHITE POLKADOT",1,"12/1/2010 11:49",4.95,17920,"United Kingdom",£,4.95,Sales
619,536412,22988,"SOLDIERS EGG CUP ",6,"12/1/2010 11:49",1.25,17920,"United Kingdom",£,7.5,Sales
620,536412,85184C,"S/4 VALENTINE DECOUPAGE HEART BOX",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
621,536412,20750,"RED RETROSPOT MINI CASES",1,"12/1/2010 11:49",7.95,17920,"United Kingdom",£,7.95,Sales
622,536414,22139,NULL,56,"12/1/2010 11:52",0,NULL,"United Kingdom",£,0,Sales
623,536415,22952,"60 CAKE CASES VINTAGE CHRISTMAS",10,"12/1/2010 11:57",0.55,12838,"United Kingdom",£,5.5,Sales
624,536415,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",5,"12/1/2010 11:57",2.95,12838,"United Kingdom",£,14.75,Sales
625,536415,22739,"RIBBON REEL CHRISTMAS SOCK BAUBLE",3,"12/1/2010 11:57",1.65,12838,"United Kingdom",£,4.949999999999999,Sales
626,536415,22738,"RIBBON REEL SNOWY VILLAGE",3,"12/1/2010 11:57",1.65,12838,"United Kingdom",£,4.949999999999999,Sales
627,536415,22736,"RIBBON REEL MAKING SNOWMEN ",3,"12/1/2010 11:57",1.65,12838,"United Kingdom",£,4.949999999999999,Sales
628,536415,22909,"SET OF 20 VINTAGE CHRISTMAS NAPKINS",5,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,4.25,Sales
629,536415,35591T,"TURQUOISE CHRISTMAS TREE ",2,"12/1/2010 11:57",1.25,12838,"United Kingdom",£,2.5,Sales
630,536415,22186,"RED STAR CARD HOLDER",5,"12/1/2010 11:57",2.95,12838,"United Kingdom",£,14.75,Sales
631,536415,22695,"WICKER WREATH SMALL",3,"12/1/2010 11:57",1.45,12838,"United Kingdom",£,4.35,Sales
632,536415,22470,"HEART OF WICKER LARGE",1,"12/1/2010 11:57",2.95,12838,"United Kingdom",£,2.95,Sales
633,536415,22580,"ADVENT CALENDAR GINGHAM SACK",1,"12/1/2010 11:57",5.95,12838,"United Kingdom",£,5.95,Sales
634,536415,22469,"HEART OF WICKER SMALL",5,"12/1/2010 11:57",1.65,12838,"United Kingdom",£,8.25,Sales
635,536415,22147,"FELTCRAFT BUTTERFLY HEARTS",4,"12/1/2010 11:57",1.45,12838,"United Kingdom",£,5.8,Sales
636,536415,22130,"PARTY CONE CHRISTMAS DECORATION ",6,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,5.1,Sales
637,536415,21791,"VINTAGE HEADS AND TAILS CARD GAME ",3,"12/1/2010 11:57",1.25,12838,"United Kingdom",£,3.75,Sales
638,536415,22694,"WICKER STAR ",5,"12/1/2010 11:57",2.1,12838,"United Kingdom",£,10.5,Sales
639,536415,21790,"VINTAGE SNAP CARDS",3,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,2.55,Sales
640,536415,22149,"FELTCRAFT 6 FLOWER FRIENDS",4,"12/1/2010 11:57",2.1,12838,"United Kingdom",£,8.4,Sales
641,536415,22900," SET 2 TEA TOWELS I LOVE LONDON ",3,"12/1/2010 11:57",2.95,12838,"United Kingdom",£,8.850000000000001,Sales
642,536415,22961,"JAM MAKING SET PRINTED",3,"12/1/2010 11:57",1.45,12838,"United Kingdom",£,4.35,Sales
643,536415,22321,"BIRD DECORATION RED RETROSPOT",12,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,10.2,Sales
644,536415,22594,"CHRISTMAS GINGHAM TREE",5,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,4.25,Sales
645,536415,22593,"CHRISTMAS GINGHAM STAR",4,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,3.4,Sales
646,536415,22595,"CHRISTMAS GINGHAM HEART",6,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,5.1,Sales
647,536415,21986,"PACK OF 12 PINK POLKADOT TISSUES",12,"12/1/2010 11:57",0.29,12838,"United Kingdom",£,3.4799999999999995,Sales
648,536415,22750,"FELTCRAFT PRINCESS LOLA DOLL",2,"12/1/2010 11:57",3.75,12838,"United Kingdom",£,7.5,Sales
649,536415,22616,"PACK OF 12 LONDON TISSUES ",12,"12/1/2010 11:57",0.29,12838,"United Kingdom",£,3.4799999999999995,Sales
650,536415,22775,"PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",1,"12/1/2010 11:57",1.25,12838,"United Kingdom",£,1.25,Sales
651,536415,22899,"CHILDREN'S APRON DOLLY GIRL ",2,"12/1/2010 11:57",2.1,12838,"United Kingdom",£,4.2,Sales
652,536415,22367,"CHILDRENS APRON SPACEBOY DESIGN",3,"12/1/2010 11:57",1.95,12838,"United Kingdom",£,5.85,Sales
653,536415,22942,"CHRISTMAS LIGHTS 10 SANTAS ",3,"12/1/2010 11:57",8.5,12838,"United Kingdom",£,25.5,Sales
654,536415,22941,"CHRISTMAS LIGHTS 10 REINDEER",3,"12/1/2010 11:57",8.5,12838,"United Kingdom",£,25.5,Sales
655,536415,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",6,"12/1/2010 11:57",2.95,12838,"United Kingdom",£,17.700000000000003,Sales
656,536415,22940,"FELTCRAFT CHRISTMAS FAIRY",2,"12/1/2010 11:57",4.25,12838,"United Kingdom",£,8.5,Sales
657,536415,21212,"PACK OF 72 RETROSPOT CAKE CASES",2,"12/1/2010 11:57",0.55,12838,"United Kingdom",£,1.1,Sales
658,536415,21976,"PACK OF 60 MUSHROOM CAKE CASES",2,"12/1/2010 11:57",0.55,12838,"United Kingdom",£,1.1,Sales
659,536415,22951,"60 CAKE CASES DOLLY GIRL DESIGN",2,"12/1/2010 11:57",0.55,12838,"United Kingdom",£,1.1,Sales
660,536415,21977,"PACK OF 60 PINK PAISLEY CAKE CASES",3,"12/1/2010 11:57",0.55,12838,"United Kingdom",£,1.6500000000000001,Sales
661,536415,22834,"HAND WARMER BABUSHKA DESIGN",3,"12/1/2010 11:57",2.1,12838,"United Kingdom",£,6.300000000000001,Sales
662,536415,22867,"HAND WARMER BIRD DESIGN",3,"12/1/2010 11:57",2.1,12838,"United Kingdom",£,6.300000000000001,Sales
663,536415,22865,"HAND WARMER OWL DESIGN",3,"12/1/2010 11:57",2.1,12838,"United Kingdom",£,6.300000000000001,Sales
664,536415,22632,"HAND WARMER RED RETROSPOT",3,"12/1/2010 11:57",2.1,12838,"United Kingdom",£,6.300000000000001,Sales
665,536415,21916,"SET 12 RETRO WHITE CHALK STICKS",2,"12/1/2010 11:57",0.42,12838,"United Kingdom",£,0.84,Sales
666,536415,22587,"FELTCRAFT HAIRBAND RED AND BLUE",4,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,3.4,Sales
667,536415,22566,"FELTCRAFT HAIRBAND PINK AND PURPLE",3,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,2.55,Sales
668,536415,22565,"FELTCRAFT HAIRBANDS PINK AND WHITE ",3,"12/1/2010 11:57",0.85,12838,"United Kingdom",£,2.55,Sales
669,536415,22472,"TV DINNER TRAY DOLLY GIRL",2,"12/1/2010 11:57",4.95,12838,"United Kingdom",£,9.9,Sales
670,536415,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",3,"12/1/2010 11:57",1.65,12838,"United Kingdom",£,4.949999999999999,Sales
671,536415,22551,"PLASTERS IN TIN SPACEBOY",3,"12/1/2010 11:57",1.65,12838,"United Kingdom",£,4.949999999999999,Sales
672,536415,22554,"PLASTERS IN TIN WOODLAND ANIMALS",3,"12/1/2010 11:57",1.65,12838,"United Kingdom",£,4.949999999999999,Sales
673,536415,22534,"MAGIC DRAWING SLATE SPACEBOY ",3,"12/1/2010 11:57",0.42,12838,"United Kingdom",£,1.26,Sales
674,536415,22531,"MAGIC DRAWING SLATE CIRCUS PARADE  ",3,"12/1/2010 11:57",0.42,12838,"United Kingdom",£,1.26,Sales
675,536415,22529,"MAGIC DRAWING SLATE GO TO THE FAIR ",3,"12/1/2010 11:57",0.42,12838,"United Kingdom",£,1.26,Sales
676,536415,22530,"MAGIC DRAWING SLATE DOLLY GIRL ",3,"12/1/2010 11:57",0.42,12838,"United Kingdom",£,1.26,Sales
677,536415,84032B,"CHARLIE + LOLA RED HOT WATER BOTTLE",3,"12/1/2010 11:57",2.95,12838,"United Kingdom",£,8.850000000000001,Sales
678,536415,22837,"HOT WATER BOTTLE BABUSHKA ",3,"12/1/2010 11:57",4.65,12838,"United Kingdom",£,13.950000000000001,Sales
679,536415,85049H,"URBAN BLACK RIBBONS ",2,"12/1/2010 11:57",1.25,12838,"United Kingdom",£,2.5,Sales
680,536415,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",2,"12/1/2010 11:57",3.75,12838,"United Kingdom",£,7.5,Sales
681,536415,22807,"SET OF 6 T-LIGHTS TOADSTOOLS",12,"12/1/2010 11:57",2.95,12838,"United Kingdom",£,35.400000000000006,Sales
682,536416,21494,"ROTATING LEAVES T-LIGHT HOLDER",12,"12/1/2010 11:58",1.25,13255,"United Kingdom",£,15,Sales
683,536416,21915,"RED  HARMONICA IN BOX ",72,"12/1/2010 11:58",1.25,13255,"United Kingdom",£,90,Sales
684,536416,22938,"CUPCAKE LACE PAPER SET 6",12,"12/1/2010 11:58",1.95,13255,"United Kingdom",£,23.4,Sales
685,536416,22768,"FAMILY PHOTO FRAME CORNICE",4,"12/1/2010 11:58",9.95,13255,"United Kingdom",£,39.8,Sales
686,536416,22767,"TRIPLE PHOTO FRAME CORNICE ",4,"12/1/2010 11:58",9.95,13255,"United Kingdom",£,39.8,Sales
687,536416,82494L,"WOODEN FRAME ANTIQUE WHITE ",6,"12/1/2010 11:58",2.95,13255,"United Kingdom",£,17.700000000000003,Sales
688,536420,21889,"WOODEN BOX OF DOMINOES",12,"12/1/2010 12:03",1.25,16583,"United Kingdom",£,15,Sales
689,536420,21892,"TRADITIONAL WOODEN CATCH CUP GAME ",12,"12/1/2010 12:03",1.25,16583,"United Kingdom",£,15,Sales
690,536420,21891,"TRADITIONAL WOODEN SKIPPING ROPE",12,"12/1/2010 12:03",1.25,16583,"United Kingdom",£,15,Sales
691,536420,21890,"S/6 WOODEN SKITTLES IN COTTON BAG",6,"12/1/2010 12:03",2.95,16583,"United Kingdom",£,17.700000000000003,Sales
692,536420,21718,"RED METAL BEACH SPADE ",12,"12/1/2010 12:03",1.25,16583,"United Kingdom",£,15,Sales
693,536420,21716,"BOYS VINTAGE TIN SEASIDE BUCKET",8,"12/1/2010 12:03",2.55,16583,"United Kingdom",£,20.4,Sales
694,536420,21715,"GIRLS VINTAGE TIN SEASIDE BUCKET",8,"12/1/2010 12:03",2.55,16583,"United Kingdom",£,20.4,Sales
695,536420,22113,"GREY HEART HOT WATER BOTTLE",4,"12/1/2010 12:03",3.75,16583,"United Kingdom",£,15,Sales
696,536420,22111,"SCOTTIE DOG HOT WATER BOTTLE",3,"12/1/2010 12:03",4.95,16583,"United Kingdom",£,14.850000000000001,Sales
697,536420,22110,"BIRD HOUSE HOT WATER BOTTLE",6,"12/1/2010 12:03",2.55,16583,"United Kingdom",£,15.299999999999999,Sales
698,536420,22358,"KINGS CHOICE TEA CADDY ",6,"12/1/2010 12:03",2.95,16583,"United Kingdom",£,17.700000000000003,Sales
699,536420,22357,"KINGS CHOICE BISCUIT TIN",4,"12/1/2010 12:03",4.25,16583,"United Kingdom",£,17,Sales
700,536420,22115,"METAL SIGN EMPIRE TEA",6,"12/1/2010 12:03",2.95,16583,"United Kingdom",£,17.700000000000003,Sales
701,536420,22969,"HOMEMADE JAM SCENTED CANDLES",12,"12/1/2010 12:03",1.45,16583,"United Kingdom",£,17.4,Sales
702,536423,22619,"SET OF 6 SOLDIER SKITTLES",4,"12/1/2010 12:08",3.75,18085,"United Kingdom",£,15,Sales
703,536423,21481,"FAWN BLUE HOT WATER BOTTLE",6,"12/1/2010 12:08",2.95,18085,"United Kingdom",£,17.700000000000003,Sales
704,536423,22632,"HAND WARMER RED RETROSPOT",12,"12/1/2010 12:08",2.1,18085,"United Kingdom",£,25.200000000000003,Sales
705,536423,22837,"HOT WATER BOTTLE BABUSHKA ",8,"12/1/2010 12:08",4.65,18085,"United Kingdom",£,37.2,Sales
706,536423,21479,"WHITE SKULL HOT WATER BOTTLE ",8,"12/1/2010 12:08",3.75,18085,"United Kingdom",£,30,Sales
707,536423,21485,"RETROSPOT HEART HOT WATER BOTTLE",8,"12/1/2010 12:08",4.95,18085,"United Kingdom",£,39.6,Sales
708,536423,84029E,"RED WOOLLY HOTTIE WHITE HEART.",8,"12/1/2010 12:08",3.75,18085,"United Kingdom",£,30,Sales
709,536423,22111,"SCOTTIE DOG HOT WATER BOTTLE",16,"12/1/2010 12:08",4.95,18085,"United Kingdom",£,79.2,Sales
710,536423,22113,"GREY HEART HOT WATER BOTTLE",8,"12/1/2010 12:08",3.75,18085,"United Kingdom",£,30,Sales
711,536425,22837,"HOT WATER BOTTLE BABUSHKA ",8,"12/1/2010 12:08",4.65,13758,"United Kingdom",£,37.2,Sales
712,536425,22585,"PACK OF 6 BIRDY GIFT TAGS",12,"12/1/2010 12:08",1.25,13758,"United Kingdom",£,15,Sales
713,536425,79321,"CHILLI LIGHTS",8,"12/1/2010 12:08",4.95,13758,"United Kingdom",£,39.6,Sales
714,536425,22637,"PIGGY BANK RETROSPOT ",12,"12/1/2010 12:08",2.55,13758,"United Kingdom",£,30.599999999999998,Sales
715,536425,21556,"CERAMIC STRAWBERRY MONEY BOX",6,"12/1/2010 12:08",2.55,13758,"United Kingdom",£,15.299999999999999,Sales
716,536425,22646,"CERAMIC STRAWBERRY CAKE MONEY BANK",12,"12/1/2010 12:08",1.45,13758,"United Kingdom",£,17.4,Sales
717,536425,22644,"CERAMIC CHERRY CAKE MONEY BANK",12,"12/1/2010 12:08",1.45,13758,"United Kingdom",£,17.4,Sales
718,536425,22645,"CERAMIC HEART FAIRY CAKE MONEY BANK",12,"12/1/2010 12:08",1.45,13758,"United Kingdom",£,17.4,Sales
719,536425,22650,"CERAMIC PIRATE CHEST MONEY BANK",12,"12/1/2010 12:08",1.45,13758,"United Kingdom",£,17.4,Sales
720,536425,22508,"DOORSTOP RETROSPOT HEART",8,"12/1/2010 12:08",3.75,13758,"United Kingdom",£,30,Sales
721,536425,21411,"GINGHAM HEART  DOORSTOP RED",3,"12/1/2010 12:08",4.25,13758,"United Kingdom",£,12.75,Sales
722,536425,22511,"RETROSPOT BABUSHKA DOORSTOP",4,"12/1/2010 12:08",3.75,13758,"United Kingdom",£,15,Sales
723,536425,22451,"SILK PURSE BABUSHKA RED",6,"12/1/2010 12:08",3.35,13758,"United Kingdom",£,20.1,Sales
724,536425,22449,"SILK PURSE BABUSHKA PINK",6,"12/1/2010 12:08",3.35,13758,"United Kingdom",£,20.1,Sales
725,536425,22768,"FAMILY PHOTO FRAME CORNICE",2,"12/1/2010 12:08",9.95,13758,"United Kingdom",£,19.9,Sales
726,536425,22829,"SWEETHEART WIRE WALL TIDY",2,"12/1/2010 12:08",9.95,13758,"United Kingdom",£,19.9,Sales
727,536425,22961,"JAM MAKING SET PRINTED",12,"12/1/2010 12:08",1.45,13758,"United Kingdom",£,17.4,Sales
728,536437,21154,"RED RETROSPOT OVEN GLOVE ",200,"12/1/2010 12:12",1.06,13694,"United Kingdom",£,212,Sales
729,536437,22189,"CREAM HEART CARD HOLDER",72,"12/1/2010 12:12",3.39,13694,"United Kingdom",£,244.08,Sales
730,536437,17021,"NAMASTE SWAGAT INCENSE",600,"12/1/2010 12:12",0.24,13694,"United Kingdom",£,144,Sales
731,536437,22059,"CERAMIC STRAWBERRY DESIGN MUG",48,"12/1/2010 12:12",1.25,13694,"United Kingdom",£,60,Sales
732,536437,22188,"BLACK HEART CARD HOLDER",36,"12/1/2010 12:12",3.39,13694,"United Kingdom",£,122.04,Sales
733,536437,84678,"CLASSICAL ROSE SMALL VASE",48,"12/1/2010 12:12",1.25,13694,"United Kingdom",£,60,Sales
734,536446,85172,"HYACINTH BULB T-LIGHT CANDLES",32,"12/1/2010 12:15",0.42,15983,"United Kingdom",£,13.44,Sales
735,536446,22142,"CHRISTMAS CRAFT WHITE FAIRY ",2,"12/1/2010 12:15",1.45,15983,"United Kingdom",£,2.9,Sales
736,536446,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",2,"12/1/2010 12:15",2.1,15983,"United Kingdom",£,4.2,Sales
737,536446,21591,"COSY HOUR CIGAR BOX MATCHES ",6,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,7.5,Sales
738,536446,22480,"RED TEA TOWEL CLASSIC DESIGN",12,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,15,Sales
739,536446,22294,"HEART FILIGREE DOVE  SMALL",48,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,60,Sales
740,536446,21156,"RETROSPOT CHILDRENS APRON",1,"12/1/2010 12:15",1.95,15983,"United Kingdom",£,1.95,Sales
741,536446,10133,"COLOURING PENCILS BROWN TUBE",5,"12/1/2010 12:15",0.85,15983,"United Kingdom",£,4.25,Sales
742,536446,72800E,"4 IVORY DINNER CANDLES SILVER FLOCK",6,"12/1/2010 12:15",2.55,15983,"United Kingdom",£,15.299999999999999,Sales
743,536446,22294,"HEART FILIGREE DOVE  SMALL",24,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,30,Sales
744,536446,84836,"ZINC METAL HEART DECORATION",12,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,15,Sales
745,536446,20774,"GREEN FERN NOTEBOOK",2,"12/1/2010 12:15",1.65,15983,"United Kingdom",£,3.3,Sales
746,536446,20773,"BLUE PAISLEY NOTEBOOK",2,"12/1/2010 12:15",1.65,15983,"United Kingdom",£,3.3,Sales
747,536446,20777,"CHRYSANTHEMUM NOTEBOOK",2,"12/1/2010 12:15",1.65,15983,"United Kingdom",£,3.3,Sales
748,536446,16016,"LARGE CHINESE STYLE SCISSOR",10,"12/1/2010 12:15",0.85,15983,"United Kingdom",£,8.5,Sales
749,536446,16014,"SMALL CHINESE STYLE SCISSOR",10,"12/1/2010 12:15",0.42,15983,"United Kingdom",£,4.2,Sales
750,536446,21890,"S/6 WOODEN SKITTLES IN COTTON BAG",2,"12/1/2010 12:15",2.95,15983,"United Kingdom",£,5.9,Sales
751,536446,21891,"TRADITIONAL WOODEN SKIPPING ROPE",2,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,2.5,Sales
752,536446,22619,"SET OF 6 SOLDIER SKITTLES",8,"12/1/2010 12:15",3.75,15983,"United Kingdom",£,30,Sales
753,536446,22620,"4 TRADITIONAL SPINNING TOPS",6,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,7.5,Sales
754,536446,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",12,"12/1/2010 12:15",2.55,15983,"United Kingdom",£,30.599999999999998,Sales
755,536446,85169B,"BLACK LOVE BIRD CANDLE",24,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,30,Sales
756,536446,21156,"RETROSPOT CHILDRENS APRON",3,"12/1/2010 12:15",1.95,15983,"United Kingdom",£,5.85,Sales
757,536446,21651,"HANGING GLASS ETCHED TEALIGHT",6,"12/1/2010 12:15",1.65,15983,"United Kingdom",£,9.899999999999999,Sales
758,536446,21651,"HANGING GLASS ETCHED TEALIGHT",6,"12/1/2010 12:15",1.65,15983,"United Kingdom",£,9.899999999999999,Sales
759,536446,84625C,"BLUE NEW BAROQUE CANDLESTICK CANDLE",10,"12/1/2010 12:15",2.95,15983,"United Kingdom",£,29.5,Sales
760,536446,22618,"COOKING SET RETROSPOT",2,"12/1/2010 12:15",9.95,15983,"United Kingdom",£,19.9,Sales
761,536446,21586,"KINGS CHOICE GIANT TUBE MATCHES",4,"12/1/2010 12:15",2.55,15983,"United Kingdom",£,10.2,Sales
762,536446,21587,"COSY HOUR GIANT TUBE MATCHES",4,"12/1/2010 12:15",2.55,15983,"United Kingdom",£,10.2,Sales
763,536446,22152,"PLACE SETTING WHITE STAR",24,"12/1/2010 12:15",0.42,15983,"United Kingdom",£,10.08,Sales
764,536446,85172,"HYACINTH BULB T-LIGHT CANDLES",16,"12/1/2010 12:15",0.42,15983,"United Kingdom",£,6.72,Sales
765,536446,84754,"S/15 SILVER GLASS BAUBLES IN BAG",24,"12/1/2010 12:15",1.25,15983,"United Kingdom",£,30,Sales
766,536460,22670,"FRENCH WC SIGN BLUE METAL",12,"12/1/2010 12:22",1.25,14849,"United Kingdom",£,15,Sales
767,536460,21586,"KINGS CHOICE GIANT TUBE MATCHES",12,"12/1/2010 12:22",2.55,14849,"United Kingdom",£,30.599999999999998,Sales
768,536460,84992,"72 SWEETHEART FAIRY CAKE CASES",24,"12/1/2010 12:22",0.55,14849,"United Kingdom",£,13.200000000000001,Sales
769,536460,84879,"ASSORTED COLOUR BIRD ORNAMENT",24,"12/1/2010 12:22",1.69,14849,"United Kingdom",£,40.56,Sales
770,536460,84849B,"FAIRY SOAP SOAP HOLDER",12,"12/1/2010 12:22",1.69,14849,"United Kingdom",£,20.28,Sales
771,536460,22927,"GREEN GIANT GARDEN THERMOMETER",2,"12/1/2010 12:22",5.95,14849,"United Kingdom",£,11.9,Sales
772,536460,22926,"IVORY GIANT GARDEN THERMOMETER",4,"12/1/2010 12:22",5.95,14849,"United Kingdom",£,23.8,Sales
773,536460,22925,"BLUE GIANT GARDEN THERMOMETER",2,"12/1/2010 12:22",5.95,14849,"United Kingdom",£,11.9,Sales
774,536460,21977,"PACK OF 60 PINK PAISLEY CAKE CASES",24,"12/1/2010 12:22",0.55,14849,"United Kingdom",£,13.200000000000001,Sales
775,536460,21485,"RETROSPOT HEART HOT WATER BOTTLE",6,"12/1/2010 12:22",4.95,14849,"United Kingdom",£,29.700000000000003,Sales
776,536460,21484,"CHICK GREY HOT WATER BOTTLE",8,"12/1/2010 12:22",3.45,14849,"United Kingdom",£,27.6,Sales
777,536460,21259,"VICTORIAN SEWING BOX SMALL ",2,"12/1/2010 12:22",5.95,14849,"United Kingdom",£,11.9,Sales
778,536460,21257,"VICTORIAN SEWING BOX MEDIUM",2,"12/1/2010 12:22",7.95,14849,"United Kingdom",£,15.9,Sales
779,536460,21121,"SET/10 RED POLKADOT PARTY CANDLES",24,"12/1/2010 12:22",1.25,14849,"United Kingdom",£,30,Sales
780,536463,82552,"WASHROOM METAL SIGN",12,"12/1/2010 12:22",1.45,14849,"United Kingdom",£,17.4,Sales
781,536464,90200B,"BLACK SWEETHEART BRACELET",2,"12/1/2010 12:23",4.25,17968,"United Kingdom",£,8.5,Sales
782,536464,90059B,"DIAMANTE HAIR GRIP PACK/2 BLACK DIA",2,"12/1/2010 12:23",1.65,17968,"United Kingdom",£,3.3,Sales
783,536464,90185C,"BLACK DIAMANTE EXPANDABLE RING",2,"12/1/2010 12:23",4.25,17968,"United Kingdom",£,8.5,Sales
784,536464,90059E,"DIAMANTE HAIR GRIP PACK/2 RUBY",3,"12/1/2010 12:23",1.65,17968,"United Kingdom",£,4.949999999999999,Sales
785,536464,90059C,"DIAMANTE HAIR GRIP PACK/2 MONTANA",1,"12/1/2010 12:23",1.65,17968,"United Kingdom",£,1.65,Sales
786,536464,90200C,"BLUE SWEETHEART BRACELET",1,"12/1/2010 12:23",4.25,17968,"United Kingdom",£,4.25,Sales
787,536464,90200D,"PINK SWEETHEART BRACELET",3,"12/1/2010 12:23",4.25,17968,"United Kingdom",£,12.75,Sales
788,536464,90200A,"PURPLE SWEETHEART BRACELET",1,"12/1/2010 12:23",4.25,17968,"United Kingdom",£,4.25,Sales
789,536464,22386,"JUMBO BAG PINK POLKADOT",1,"12/1/2010 12:23",1.95,17968,"United Kingdom",£,1.95,Sales
790,536464,85099B,"JUMBO BAG RED RETROSPOT",1,"12/1/2010 12:23",1.95,17968,"United Kingdom",£,1.95,Sales
791,536464,84879,"ASSORTED COLOUR BIRD ORNAMENT",8,"12/1/2010 12:23",1.69,17968,"United Kingdom",£,13.52,Sales
792,536464,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",1,"12/1/2010 12:23",2.95,17968,"United Kingdom",£,2.95,Sales
793,536464,22737,"RIBBON REEL CHRISTMAS PRESENT ",1,"12/1/2010 12:23",1.65,17968,"United Kingdom",£,1.65,Sales
794,536464,21260,"FIRST AID TIN",1,"12/1/2010 12:23",3.25,17968,"United Kingdom",£,3.25,Sales
795,536464,22744,"MAKE YOUR OWN MONSOON CARD KIT",2,"12/1/2010 12:23",2.95,17968,"United Kingdom",£,5.9,Sales
796,536464,21985,"PACK OF 12 HEARTS DESIGN TISSUES ",1,"12/1/2010 12:23",0.29,17968,"United Kingdom",£,0.29,Sales
797,536464,21980,"PACK OF 12 RED RETROSPOT TISSUES ",1,"12/1/2010 12:23",0.29,17968,"United Kingdom",£,0.29,Sales
798,536464,22988,"SOLDIERS EGG CUP ",1,"12/1/2010 12:23",1.25,17968,"United Kingdom",£,1.25,Sales
799,536464,22297,"HEART IVORY TRELLIS SMALL",1,"12/1/2010 12:23",1.25,17968,"United Kingdom",£,1.25,Sales
800,536464,22294,"HEART FILIGREE DOVE  SMALL",1,"12/1/2010 12:23",1.25,17968,"United Kingdom",£,1.25,Sales
801,536464,22295,"HEART FILIGREE DOVE LARGE",1,"12/1/2010 12:23",1.65,17968,"United Kingdom",£,1.65,Sales
802,536464,22813,"PACK 3 BOXES BIRD PANNETONE ",2,"12/1/2010 12:23",1.95,17968,"United Kingdom",£,3.9,Sales
